Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Months_Inactive_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Avg_Utilization_Ratio,Age_Bin,Churn,Attrition_Flag_Churned,Customer_Count
Existing Customer,38,F,2,Uneducated,Married,Less than $40K,Blue,28,1,3629.0,1891,1738.0,0.917,15982,0.521,35-40,0,0,1
Existing Customer,44,F,4,Unknown,Single,Less than $40K,Silver,36,3,13067.0,1943,11124.0,0.85,15172,0.149,40-45,0,0,1
Existing Customer,32,M,3,High School,Single,$40K - $60K,Blue,36,2,3845.0,1871,1974.0,0.847,14593,0.487,30-35,0,0,1
Attrited Customer,41,M,5,Uneducated,Single,$80K - $120K,Blue,32,3,12094.0,0,12094.0,0.995,8607,0.0,40-45,1,1,1
Existing Customer,50,M,3,Graduate,Married,$120K +,Blue,35,1,34516.0,1638,32878.0,0.761,14474,0.047,45-50,0,0,1
Existing Customer,60,F,1,Graduate,Married,Unknown,Blue,52,3,13312.0,1974,11338.0,0.898,14336,0.148,55-60,0,0,1
Existing Customer,38,F,1,Doctorate,Single,Less than $40K,Blue,36,2,3466.0,2517,949.0,0.699,13140,0.726,35-40,0,0,1
Existing Customer,59,M,0,High School,Single,$40K - $60K,Silver,52,2,15223.0,1729,13494.0,0.863,14230,0.114,55-60,0,0,1
Existing Customer,53,M,1,High School,Married,$120K +,Gold,44,6,34516.0,831,33685.0,0.727,13247,0.024,50-55,0,0,1
Attrited Customer,40,F,2,College,Single,Less than $40K,Blue,36,2,5989.0,0,5989.0,0.311,5843,0.0,35-40,1,1,1
Attrited Customer,45,M,5,High School,Divorced,$120K +,Blue,36,3,5287.0,0,5287.0,0.841,8392,0.0,40-45,1,1,1
Existing Customer,53,M,1,High School,Unknown,$40K - $60K,Blue,43,1,9060.0,0,9060.0,0.775,14305,0.0,50-55,0,0,1
Existing Customer,56,M,2,High School,Unknown,$80K - $120K,Blue,36,1,4731.0,831,3900.0,0.96,14952,0.176,55-60,0,0,1
Existing Customer,60,F,0,Graduate,Single,$40K - $60K,Blue,47,2,9502.0,1881,7621.0,0.717,14418,0.198,55-60,0,0,1
Existing Customer,42,M,3,Graduate,Married,$80K - $120K,Blue,36,3,29738.0,2370,27368.0,0.806,14270,0.08,40-45,0,0,1
Existing Customer,48,F,1,Unknown,Single,Less than $40K,Blue,36,1,3918.0,813,3105.0,1.149,15867,0.208,45-50,0,0,1
Existing Customer,58,F,1,Unknown,Married,Less than $40K,Blue,40,2,3944.0,1006,2938.0,0.782,15315,0.255,55-60,0,0,1
Existing Customer,55,M,2,Uneducated,Married,$120K +,Blue,48,1,6577.0,1800,4777.0,0.786,14229,0.274,50-55,0,0,1
Existing Customer,51,M,1,Graduate,Married,$120K +,Gold,37,3,34516.0,2417,32099.0,0.947,13021,0.07,50-55,0,0,1
Existing Customer,46,M,2,Post-Graduate,Married,$80K - $120K,Blue,26,3,34516.0,714,33802.0,0.883,14279,0.021,45-50,0,0,1
Existing Customer,45,M,4,Graduate,Unknown,$60K - $80K,Blue,33,5,8670.0,1930,6740.0,0.933,13767,0.223,40-45,0,0,1
Attrited Customer,40,M,3,Graduate,Single,$80K - $120K,Blue,20,2,32554.0,0,32554.0,0.872,8528,0.0,35-40,1,1,1
Existing Customer,56,F,1,High School,Unknown,$40K - $60K,Blue,36,1,8331.0,0,8331.0,0.705,14324,0.0,55-60,0,0,1
Existing Customer,34,F,4,High School,Single,Unknown,Silver,26,2,32056.0,1668,30388.0,0.771,12595,0.052,30-35,0,0,1
Existing Customer,48,M,3,Uneducated,Married,$60K - $80K,Blue,36,1,15524.0,1148,14376.0,0.829,13819,0.074,45-50,0,0,1
Existing Customer,45,F,3,Graduate,Married,Less than $40K,Blue,40,1,4010.0,2517,1493.0,0.71,14354,0.628,40-45,0,0,1
Existing Customer,42,M,5,High School,Married,$60K - $80K,Blue,36,4,3275.0,1525,1750.0,0.749,14830,0.466,40-45,0,0,1
Existing Customer,49,M,1,Unknown,Single,$60K - $80K,Blue,37,2,18349.0,1209,17140.0,0.738,16422,0.066,45-50,0,0,1
Existing Customer,35,M,2,Post-Graduate,Single,$60K - $80K,Blue,24,3,3388.0,1659,1729.0,0.842,13557,0.49,30-35,0,0,1
Attrited Customer,32,M,0,Post-Graduate,Single,$40K - $60K,Blue,14,1,4015.0,0,4015.0,1.045,8363,0.0,30-35,1,1,1
Attrited Customer,34,M,2,High School,Single,$60K - $80K,Blue,36,3,9719.0,2517,7202.0,0.906,9183,0.259,30-35,1,1,1
Existing Customer,33,M,2,Post-Graduate,Single,$80K - $120K,Blue,24,3,4178.0,2463,1715.0,0.815,16216,0.59,30-35,0,0,1
Existing Customer,40,M,2,College,Married,$40K - $60K,Gold,31,2,3735.0,1474,2261.0,0.798,15039,0.395,35-40,0,0,1
Existing Customer,43,M,4,Uneducated,Married,$60K - $80K,Silver,30,3,29856.0,1576,28280.0,0.8,14887,0.053,40-45,0,0,1
Existing Customer,29,M,1,Uneducated,Single,$40K - $60K,Blue,22,3,11522.0,1203,10319.0,0.847,13720,0.104,25-30,0,0,1
Existing Customer,42,M,3,Graduate,Married,$40K - $60K,Blue,37,2,3161.0,1788,1373.0,0.865,13692,0.566,40-45,0,0,1
Attrited Customer,48,M,2,Graduate,Married,$80K - $120K,Blue,28,3,14774.0,2517,12257.0,0.979,8293,0.17,45-50,1,1,1
Attrited Customer,39,M,4,Unknown,Married,$60K - $80K,Gold,36,3,34516.0,2517,31999.0,0.841,8248,0.073,35-40,1,1,1
Existing Customer,51,F,2,Graduate,Married,Less than $40K,Blue,47,2,5118.0,980,4138.0,0.786,14593,0.191,50-55,0,0,1
Attrited Customer,41,M,2,College,Married,$80K - $120K,Blue,33,3,14682.0,2517,12165.0,1.041,8193,0.171,40-45,1,1,1
Existing Customer,42,M,4,Uneducated,Married,$40K - $60K,Blue,33,2,3108.0,2280,828.0,0.844,14763,0.734,40-45,0,0,1
Existing Customer,32,M,3,Graduate,Married,$60K - $80K,Blue,36,1,3223.0,1413,1810.0,1.009,13648,0.438,30-35,0,0,1
Existing Customer,43,M,1,Graduate,Married,$120K +,Blue,34,1,28612.0,2517,26095.0,0.712,14727,0.088,40-45,0,0,1
Existing Customer,50,M,1,Graduate,Married,$60K - $80K,Silver,37,1,6224.0,777,5447.0,0.743,13503,0.125,45-50,0,0,1
Existing Customer,44,M,4,Doctorate,Married,$80K - $120K,Blue,27,2,24134.0,1290,22844.0,0.814,13311,0.053,40-45,0,0,1
Existing Customer,36,M,4,High School,Single,$120K +,Blue,36,3,27929.0,1898,26031.0,0.725,14755,0.068,35-40,0,0,1
Existing Customer,44,F,4,Uneducated,Single,$40K - $60K,Blue,34,3,3657.0,0,3657.0,0.785,14802,0.0,40-45,0,0,1
Existing Customer,47,F,3,Post-Graduate,Married,Less than $40K,Blue,28,3,8257.0,961,7296.0,0.741,13769,0.116,45-50,0,0,1
Existing Customer,45,F,4,College,Single,$40K - $60K,Gold,30,2,23051.0,1836,21215.0,0.743,14393,0.08,40-45,0,0,1
Existing Customer,53,F,2,Uneducated,Single,$40K - $60K,Blue,42,1,14839.0,2226,12613.0,0.828,14625,0.15,50-55,0,0,1
Existing Customer,43,M,3,Unknown,Married,$60K - $80K,Blue,34,3,3755.0,1591,2164.0,0.883,14402,0.424,40-45,0,0,1
Existing Customer,48,M,5,Unknown,Single,$60K - $80K,Blue,36,3,3862.0,0,3862.0,0.807,15282,0.0,45-50,0,0,1
Existing Customer,37,M,1,Doctorate,Unknown,$60K - $80K,Blue,36,3,7539.0,0,7539.0,1.023,15293,0.0,35-40,0,0,1
Attrited Customer,43,M,4,High School,Married,$80K - $120K,Blue,35,3,10588.0,503,10085.0,0.918,7886,0.048,40-45,1,1,1
Existing Customer,59,M,2,Graduate,Single,$40K - $60K,Blue,50,1,11808.0,0,11808.0,0.813,13751,0.0,55-60,0,0,1
Existing Customer,31,M,1,High School,Divorced,$40K - $60K,Silver,26,1,15504.0,1277,14227.0,0.612,14181,0.082,30-35,0,0,1
Attrited Customer,52,F,4,Uneducated,Divorced,Unknown,Blue,42,4,12091.0,0,12091.0,0.898,8127,0.0,50-55,1,1,1
Existing Customer,41,M,3,High School,Married,$80K - $120K,Blue,33,1,13818.0,609,13209.0,0.787,13209,0.044,40-45,0,0,1
Existing Customer,53,F,2,Unknown,Married,$40K - $60K,Blue,48,3,4442.0,1107,3335.0,0.822,14437,0.249,50-55,0,0,1
Existing Customer,55,M,3,High School,Married,$60K - $80K,Blue,50,1,5282.0,1144,4138.0,0.8,13513,0.217,50-55,0,0,1
Existing Customer,41,M,3,College,Married,$80K - $120K,Blue,28,1,34516.0,1617,32899.0,0.625,13083,0.047,40-45,0,0,1
Existing Customer,55,M,1,High School,Single,$80K - $120K,Blue,42,4,34516.0,1583,32933.0,0.824,12192,0.046,50-55,0,0,1
Existing Customer,31,F,1,Unknown,Married,Less than $40K,Silver,36,3,10353.0,1520,8833.0,0.724,15028,0.147,30-35,0,0,1
Existing Customer,48,M,3,Graduate,Married,$80K - $120K,Blue,43,4,9959.0,0,9959.0,0.751,14948,0.0,45-50,0,0,1
Existing Customer,42,M,2,Graduate,Married,$60K - $80K,Blue,36,2,6280.0,2181,4099.0,0.795,14109,0.347,40-45,0,0,1
Attrited Customer,57,M,4,Unknown,Divorced,$120K +,Blue,36,2,13694.0,2219,11475.0,1.078,9040,0.162,55-60,1,1,1
Existing Customer,34,M,2,Graduate,Single,Less than $40K,Blue,23,3,8940.0,1518,7422.0,0.726,14459,0.17,30-35,0,0,1
Existing Customer,54,M,2,Uneducated,Married,$60K - $80K,Blue,45,3,6546.0,1908,4638.0,0.697,14103,0.291,50-55,0,0,1
Existing Customer,46,F,2,Unknown,Married,Unknown,Silver,39,1,32587.0,992,31595.0,1.139,15958,0.03,45-50,0,0,1
Existing Customer,38,M,2,Graduate,Single,$60K - $80K,Blue,25,1,11474.0,0,11474.0,0.628,13041,0.0,35-40,0,0,1
Existing Customer,40,M,5,Unknown,Single,$120K +,Silver,31,3,34516.0,2203,32313.0,0.728,14204,0.064,35-40,0,0,1
Attrited Customer,56,F,2,High School,Married,Less than $40K,Blue,46,3,9463.0,764,8699.0,0.994,7106,0.081,55-60,1,1,1
Existing Customer,44,M,3,Post-Graduate,Married,$40K - $60K,Blue,36,1,12552.0,1405,11147.0,0.702,15508,0.112,40-45,0,0,1
Existing Customer,39,M,2,Graduate,Single,$60K - $80K,Blue,24,3,21679.0,1073,20606.0,0.745,15581,0.049,35-40,0,0,1
Existing Customer,42,M,5,Post-Graduate,Unknown,$40K - $60K,Blue,36,2,10531.0,2330,8201.0,0.757,14955,0.221,40-45,0,0,1
Existing Customer,60,F,1,Uneducated,Single,Less than $40K,Blue,47,3,4905.0,2413,2492.0,0.853,15478,0.492,55-60,0,0,1
Existing Customer,35,M,3,College,Unknown,$80K - $120K,Silver,29,2,34516.0,0,34516.0,0.758,12847,0.0,30-35,0,0,1
Existing Customer,42,M,3,Graduate,Single,$80K - $120K,Silver,31,2,34516.0,2120,32396.0,0.9,14626,0.061,40-45,0,0,1
Attrited Customer,30,M,2,Graduate,Married,Less than $40K,Silver,18,1,10017.0,726,9291.0,0.924,9299,0.072,25-30,1,1,1
Attrited Customer,37,M,2,Uneducated,Unknown,$80K - $120K,Blue,18,1,31832.0,518,31314.0,0.972,10201,0.016,35-40,1,1,1
Existing Customer,37,F,1,Graduate,Married,Less than $40K,Blue,19,3,5843.0,1346,4497.0,0.641,13299,0.23,35-40,0,0,1
Existing Customer,43,M,2,Graduate,Single,$80K - $120K,Blue,36,2,34427.0,1613,32814.0,0.704,13545,0.047,40-45,0,0,1
Attrited Customer,34,M,3,High School,Unknown,$80K - $120K,Silver,21,2,34516.0,0,34516.0,0.794,9177,0.0,30-35,1,1,1
Existing Customer,48,M,3,Unknown,Unknown,$80K - $120K,Platinum,40,2,34516.0,1723,32793.0,0.628,13853,0.05,45-50,0,0,1
Existing Customer,31,M,0,Graduate,Divorced,$80K - $120K,Silver,19,3,34516.0,1984,32532.0,0.757,14969,0.057,30-35,0,0,1
Attrited Customer,47,F,3,Doctorate,Married,Less than $40K,Blue,35,3,4779.0,2517,2262.0,0.929,8912,0.527,45-50,1,1,1
Existing Customer,51,M,1,Unknown,Single,$60K - $80K,Blue,22,3,4248.0,1177,3071.0,0.821,13958,0.277,50-55,0,0,1
Existing Customer,43,M,0,Post-Graduate,Single,$40K - $60K,Blue,37,2,7872.0,989,6883.0,0.809,13746,0.126,40-45,0,0,1
Existing Customer,41,F,3,Graduate,Unknown,Less than $40K,Blue,13,3,6077.0,1421,4656.0,0.739,12489,0.234,40-45,0,0,1
Existing Customer,48,F,3,Graduate,Single,Less than $40K,Blue,36,3,3882.0,2029,1853.0,0.751,13980,0.523,45-50,0,0,1
Existing Customer,41,F,2,High School,Married,Less than $40K,Blue,24,1,7207.0,1645,5562.0,0.969,13730,0.228,40-45,0,0,1
Existing Customer,48,F,4,Unknown,Single,$40K - $60K,Blue,36,1,6121.0,1679,4442.0,0.705,14224,0.274,45-50,0,0,1
Attrited Customer,40,M,4,Uneducated,Single,$80K - $120K,Blue,36,3,34516.0,572,33944.0,1.05,8659,0.017,35-40,1,1,1
Existing Customer,32,M,1,Uneducated,Married,$40K - $60K,Blue,36,2,3535.0,1964,1571.0,0.661,14080,0.556,30-35,0,0,1
Attrited Customer,55,F,2,Unknown,Single,Unknown,Silver,37,2,34516.0,1783,32733.0,0.821,8472,0.052,50-55,1,1,1
Attrited Customer,50,M,1,Graduate,Single,$80K - $120K,Silver,43,3,34516.0,432,34084.0,0.807,9045,0.013,45-50,1,1,1
Existing Customer,49,M,2,Unknown,Married,$60K - $80K,Blue,36,1,6224.0,1329,4895.0,0.74,14238,0.214,45-50,0,0,1
Existing Customer,37,F,0,Doctorate,Single,Less than $40K,Blue,36,2,9178.0,1585,7593.0,0.617,14932,0.173,35-40,0,0,1
Existing Customer,31,M,1,High School,Married,$60K - $80K,Blue,24,1,4328.0,1493,2835.0,0.651,14731,0.345,30-35,0,0,1
Existing Customer,52,M,2,College,Married,$80K - $120K,Blue,36,2,9959.0,1049,8910.0,0.976,15195,0.105,50-55,0,0,1
Existing Customer,60,F,0,Uneducated,Single,Less than $40K,Blue,47,2,9634.0,2076,7558.0,0.876,14218,0.215,55-60,0,0,1
Existing Customer,35,F,2,Unknown,Divorced,Unknown,Blue,31,2,19033.0,1555,17478.0,1.001,16033,0.082,30-35,0,0,1
Existing Customer,48,M,1,Uneducated,Married,$60K - $80K,Blue,39,3,8624.0,1709,6915.0,0.967,15738,0.198,45-50,0,0,1
Attrited Customer,44,M,3,Graduate,Divorced,$40K - $60K,Blue,32,2,3575.0,0,3575.0,0.843,7672,0.0,40-45,1,1,1
Attrited Customer,44,F,2,Graduate,Unknown,$40K - $60K,Blue,34,3,5508.0,0,5508.0,0.89,7507,0.0,40-45,1,1,1
Existing Customer,31,M,2,Graduate,Single,Less than $40K,Blue,19,2,5871.0,1829,4042.0,0.81,15645,0.312,30-35,0,0,1
Attrited Customer,56,M,1,Uneducated,Single,$60K - $80K,Blue,36,4,15219.0,2281,12938.0,0.832,7625,0.15,55-60,1,1,1
Existing Customer,46,M,2,Uneducated,Single,$120K +,Blue,32,3,34516.0,2328,32188.0,0.855,15754,0.067,45-50,0,0,1
Existing Customer,29,M,1,Uneducated,Married,$40K - $60K,Blue,23,3,8147.0,1750,6397.0,0.751,14912,0.215,25-30,0,0,1
Existing Customer,37,F,2,Post-Graduate,Single,Less than $40K,Blue,28,3,3525.0,1519,2006.0,0.685,13625,0.431,35-40,0,0,1
Existing Customer,32,M,1,Graduate,Married,$40K - $60K,Blue,24,1,9711.0,972,8739.0,0.647,14926,0.1,30-35,0,0,1
Existing Customer,52,M,2,High School,Married,$80K - $120K,Blue,47,1,11358.0,1425,9933.0,0.611,14327,0.125,50-55,0,0,1
Existing Customer,58,F,3,Graduate,Married,Less than $40K,Blue,47,2,6765.0,0,6765.0,0.739,14133,0.0,55-60,0,0,1
Attrited Customer,41,M,4,Graduate,Married,$80K - $120K,Blue,36,3,4725.0,1253,3472.0,1.008,9134,0.265,40-45,1,1,1
Attrited Customer,50,F,4,Graduate,Single,Less than $40K,Blue,37,2,3699.0,913,2786.0,0.866,7297,0.247,45-50,1,1,1
Existing Customer,29,M,1,Graduate,Married,$80K - $120K,Silver,36,2,34516.0,1666,32850.0,0.82,13971,0.048,25-30,0,0,1
Existing Customer,32,F,0,High School,Divorced,Less than $40K,Blue,25,3,8851.0,1753,7098.0,0.627,14783,0.198,30-35,0,0,1
Existing Customer,52,F,1,College,Unknown,Less than $40K,Blue,39,2,8506.0,0,8506.0,0.719,14289,0.0,50-55,0,0,1
Existing Customer,48,M,2,Graduate,Divorced,Less than $40K,Blue,36,3,3442.0,1229,2213.0,0.81,14618,0.357,45-50,0,0,1
Existing Customer,33,F,2,Graduate,Married,Less than $40K,Blue,24,3,3731.0,0,3731.0,0.767,13234,0.0,30-35,0,0,1
Existing Customer,51,F,2,Unknown,Married,Less than $40K,Blue,46,6,7744.0,1893,5851.0,0.813,16059,0.244,50-55,0,0,1
Existing Customer,46,M,2,High School,Single,$40K - $60K,Blue,32,3,5972.0,0,5972.0,0.606,14227,0.0,45-50,0,0,1
Existing Customer,47,M,2,Unknown,Divorced,$80K - $120K,Blue,37,2,21714.0,1969,19745.0,0.944,13270,0.091,45-50,0,0,1
Existing Customer,32,M,1,Uneducated,Single,$80K - $120K,Blue,15,2,3371.0,1530,1841.0,0.828,13432,0.454,30-35,0,0,1
Existing Customer,50,F,2,Graduate,Married,Less than $40K,Blue,38,1,9546.0,960,8586.0,0.71,14211,0.101,45-50,0,0,1
Existing Customer,28,F,1,Post-Graduate,Single,Less than $40K,Blue,14,3,3848.0,0,3848.0,0.841,14054,0.0,25-30,0,0,1
Existing Customer,44,M,3,Graduate,Single,$40K - $60K,Blue,40,3,9199.0,1230,7969.0,0.591,15367,0.134,40-45,0,0,1
Existing Customer,43,M,2,High School,Married,$60K - $80K,Blue,31,3,13381.0,1845,11536.0,0.883,14532,0.138,40-45,0,0,1
Existing Customer,50,F,1,Graduate,Single,$40K - $60K,Blue,36,1,2833.0,1622,1211.0,0.951,14341,0.573,45-50,0,0,1
Existing Customer,53,F,2,Post-Graduate,Single,Unknown,Blue,41,2,15101.0,1396,13705.0,0.692,13545,0.092,50-55,0,0,1
Existing Customer,58,F,3,Unknown,Married,Less than $40K,Blue,48,1,3603.0,1465,2138.0,0.63,14235,0.407,55-60,0,0,1
Existing Customer,51,F,0,Doctorate,Single,Less than $40K,Blue,38,2,4132.0,2517,1615.0,0.786,13820,0.609,50-55,0,0,1
Existing Customer,39,F,0,College,Single,Less than $40K,Blue,36,2,4366.0,1870,2496.0,0.814,15451,0.428,35-40,0,0,1
Existing Customer,42,M,4,Graduate,Single,$40K - $60K,Blue,36,1,6128.0,2239,3889.0,0.768,13505,0.365,40-45,0,0,1
Attrited Customer,44,M,3,Graduate,Unknown,$60K - $80K,Gold,29,3,34516.0,2517,31999.0,0.579,6782,0.073,40-45,1,1,1
Existing Customer,44,F,4,High School,Single,Less than $40K,Blue,30,2,6882.0,1930,4952.0,0.915,13836,0.28,40-45,0,0,1
Existing Customer,46,M,4,Uneducated,Married,$80K - $120K,Blue,33,2,13490.0,1567,11923.0,0.795,13159,0.116,45-50,0,0,1
Existing Customer,39,M,3,High School,Married,$80K - $120K,Blue,34,1,17978.0,1820,16158.0,0.85,15657,0.101,35-40,0,0,1
Existing Customer,45,M,3,Post-Graduate,Married,$40K - $60K,Blue,30,2,3821.0,1673,2148.0,0.869,15005,0.438,40-45,0,0,1
Existing Customer,41,F,2,Graduate,Single,Less than $40K,Blue,21,3,3624.0,1641,1983.0,0.833,15824,0.453,40-45,0,0,1
Existing Customer,42,F,3,High School,Single,Less than $40K,Blue,37,3,3787.0,824,2963.0,0.809,16220,0.218,40-45,0,0,1
Existing Customer,38,F,1,College,Single,Less than $40K,Blue,28,2,4623.0,1366,3257.0,0.776,14730,0.295,35-40,0,0,1
Existing Customer,36,M,2,High School,Married,$80K - $120K,Blue,30,1,4343.0,2220,2123.0,1.045,14463,0.511,35-40,0,0,1
Existing Customer,43,F,3,High School,Unknown,$40K - $60K,Silver,25,2,17328.0,0,17328.0,0.82,15367,0.0,40-45,0,0,1
Existing Customer,51,F,3,High School,Married,Less than $40K,Blue,39,1,3803.0,2437,1366.0,0.809,14397,0.641,50-55,0,0,1
Existing Customer,52,M,3,Graduate,Married,$60K - $80K,Blue,44,2,23889.0,603,23286.0,0.792,13360,0.025,50-55,0,0,1
Existing Customer,50,F,3,Graduate,Divorced,Unknown,Silver,45,1,34516.0,2381,32135.0,0.748,15071,0.069,45-50,0,0,1
Attrited Customer,49,M,4,Graduate,Single,$80K - $120K,Blue,36,3,3999.0,0,3999.0,0.938,7567,0.0,45-50,1,1,1
Existing Customer,44,M,4,Unknown,Single,$80K - $120K,Blue,26,2,11782.0,2177,9605.0,0.875,16605,0.185,40-45,0,0,1
Existing Customer,43,F,4,Unknown,Single,Less than $40K,Blue,38,1,3220.0,0,3220.0,0.782,13339,0.0,40-45,0,0,1
Existing Customer,48,F,3,Unknown,Unknown,$40K - $60K,Blue,42,1,9742.0,2517,7225.0,0.692,13082,0.258,45-50,0,0,1
Attrited Customer,55,M,3,Graduate,Single,$60K - $80K,Blue,46,4,4178.0,0,4178.0,0.882,7914,0.0,50-55,1,1,1
Existing Customer,48,M,4,Graduate,Married,$80K - $120K,Blue,34,1,34516.0,738,33778.0,0.719,15143,0.021,45-50,0,0,1
Existing Customer,45,M,4,Graduate,Married,$80K - $120K,Blue,32,1,26819.0,1657,25162.0,0.816,14450,0.062,40-45,0,0,1
Attrited Customer,54,M,1,Graduate,Divorced,$80K - $120K,Blue,44,3,9580.0,132,9448.0,0.32,5385,0.014,50-55,1,1,1
Existing Customer,47,F,4,Unknown,Single,Less than $40K,Blue,36,2,7940.0,1669,6271.0,0.696,15445,0.21,45-50,0,0,1
Existing Customer,39,M,1,Graduate,Single,$60K - $80K,Gold,36,3,34516.0,1662,32854.0,0.751,13578,0.048,35-40,0,0,1
Existing Customer,47,M,2,Uneducated,Married,$40K - $60K,Blue,39,2,3471.0,0,3471.0,0.871,14381,0.0,45-50,0,0,1
Attrited Customer,51,M,2,Unknown,Single,$120K +,Blue,42,4,14938.0,0,14938.0,0.758,8192,0.0,50-55,1,1,1
Existing Customer,49,F,3,Graduate,Divorced,Unknown,Blue,42,2,14072.0,1917,12155.0,0.653,13432,0.136,45-50,0,0,1
Existing Customer,58,F,1,Unknown,Married,$40K - $60K,Silver,53,3,15928.0,1527,14401.0,0.838,14678,0.096,55-60,0,0,1
Attrited Customer,40,M,2,Uneducated,Married,$80K - $120K,Blue,30,2,20798.0,1059,19739.0,1.049,8038,0.051,35-40,1,1,1
Existing Customer,60,F,1,Graduate,Single,Less than $40K,Blue,45,3,9752.0,1423,8329.0,0.872,14220,0.146,55-60,0,0,1
Existing Customer,53,M,1,Unknown,Single,$40K - $60K,Blue,45,2,3234.0,1514,1720.0,0.846,13803,0.468,50-55,0,0,1
Attrited Customer,45,M,2,Graduate,Married,$80K - $120K,Blue,36,3,24844.0,1273,23571.0,0.437,6549,0.051,40-45,1,1,1
Existing Customer,49,M,2,Uneducated,Married,$80K - $120K,Blue,36,1,3090.0,0,3090.0,0.769,14198,0.0,45-50,0,0,1
Attrited Customer,48,F,3,Post-Graduate,Divorced,Less than $40K,Blue,36,3,9943.0,2138,7805.0,0.949,8325,0.215,45-50,1,1,1
Existing Customer,44,M,3,Graduate,Married,$60K - $80K,Blue,36,2,3384.0,799,2585.0,0.737,13152,0.236,40-45,0,0,1
Existing Customer,29,F,1,Uneducated,Single,Less than $40K,Blue,36,2,3640.0,1419,2221.0,0.749,13306,0.39,25-30,0,0,1
Existing Customer,42,M,4,Uneducated,Married,$80K - $120K,Silver,35,2,34516.0,1420,33096.0,0.848,14672,0.041,40-45,0,0,1
Existing Customer,45,F,3,Graduate,Married,Less than $40K,Silver,39,2,10186.0,1608,8578.0,0.712,14023,0.158,40-45,0,0,1
Existing Customer,45,F,2,High School,Single,Less than $40K,Platinum,36,3,15987.0,2262,13725.0,0.714,15513,0.141,40-45,0,0,1
Attrited Customer,46,M,0,College,Single,$80K - $120K,Blue,39,3,16983.0,0,16983.0,1.061,8526,0.0,45-50,1,1,1
Attrited Customer,39,M,2,Unknown,Married,$120K +,Blue,36,3,34516.0,2517,31999.0,1.052,7866,0.073,35-40,1,1,1
Existing Customer,32,M,2,Uneducated,Single,$80K - $120K,Silver,20,3,34516.0,2136,32380.0,0.849,14667,0.062,30-35,0,0,1
Existing Customer,38,M,2,High School,Single,$80K - $120K,Blue,31,3,34516.0,0,34516.0,0.768,14036,0.0,35-40,0,0,1
Existing Customer,50,F,4,Unknown,Married,$40K - $60K,Blue,41,2,4268.0,1509,2759.0,0.562,14351,0.354,45-50,0,0,1
Existing Customer,50,F,2,High School,Married,Unknown,Blue,40,3,10748.0,1084,9664.0,0.868,16541,0.101,45-50,0,0,1
Attrited Customer,37,F,2,Unknown,Married,Unknown,Silver,21,2,31718.0,0,31718.0,0.91,7432,0.0,35-40,1,1,1
Attrited Customer,42,M,2,College,Single,$80K - $120K,Blue,36,3,9959.0,2517,7442.0,0.884,8847,0.253,40-45,1,1,1
Existing Customer,53,M,1,College,Married,$80K - $120K,Silver,36,2,34516.0,1484,33032.0,1.015,16373,0.043,50-55,0,0,1
Existing Customer,52,M,1,High School,Single,$60K - $80K,Blue,45,5,11898.0,2517,9381.0,0.745,15798,0.212,50-55,0,0,1
Attrited Customer,57,M,2,Post-Graduate,Single,$80K - $120K,Silver,43,3,34516.0,1847,32669.0,0.557,7842,0.054,55-60,1,1,1
Existing Customer,46,M,1,Uneducated,Married,$60K - $80K,Blue,27,3,13056.0,1890,11166.0,0.713,14280,0.145,45-50,0,0,1
Existing Customer,60,M,0,Graduate,Single,Less than $40K,Silver,47,1,14002.0,1413,12589.0,0.621,13849,0.101,55-60,0,0,1
Attrited Customer,40,M,3,Graduate,Married,$60K - $80K,Blue,33,3,5500.0,442,5058.0,0.609,7720,0.08,35-40,1,1,1
Attrited Customer,49,M,3,Uneducated,Married,$120K +,Blue,38,3,8549.0,0,8549.0,1.023,9192,0.0,45-50,1,1,1
Attrited Customer,56,M,2,Unknown,Married,Less than $40K,Blue,44,3,4390.0,0,4390.0,1.005,8454,0.0,55-60,1,1,1
Attrited Customer,55,M,1,College,Single,$80K - $120K,Blue,43,2,24884.0,0,24884.0,0.072,5107,0.0,50-55,1,1,1
Existing Customer,55,F,2,Graduate,Married,Unknown,Blue,41,1,3591.0,1760,1831.0,0.507,13289,0.49,50-55,0,0,1
Attrited Customer,55,F,3,Uneducated,Single,Less than $40K,Blue,47,5,4841.0,859,3982.0,1.003,8918,0.177,50-55,1,1,1
Attrited Customer,31,M,2,Unknown,Unknown,$80K - $120K,Blue,18,1,4246.0,2517,1729.0,0.951,8102,0.593,30-35,1,1,1
Existing Customer,44,F,4,Graduate,Single,Unknown,Blue,36,1,7469.0,1378,6091.0,0.859,15225,0.184,40-45,0,0,1
Existing Customer,54,M,2,Graduate,Divorced,$80K - $120K,Blue,48,3,29974.0,2114,27860.0,0.925,15190,0.071,50-55,0,0,1
Existing Customer,58,M,1,Graduate,Married,$60K - $80K,Blue,48,3,20724.0,2221,18503.0,0.769,14215,0.107,55-60,0,0,1
Existing Customer,53,M,2,High School,Single,$120K +,Blue,36,2,21079.0,1431,19648.0,0.688,13930,0.068,50-55,0,0,1
